file,source_path,bad_channels.bad_channels,bad_channels.n_bad,bad_channels.rate,epoch_rejection.n_total,epoch_rejection.n_rejected,epoch_rejection.rejection_rate,ica_components.n_components,ica_components.excluded,ica_components.n_excluded,ica_components.exclusion_rate,line_noise_50hz,signal_quality.rms,signal_quality.rms_per_channel_mean,signal_quality.rms_per_channel_std,signal_quality.mean,signal_quality.std,signal_quality.kurtosis,psd.delta,psd.theta,psd.alpha,psd.beta,psd.gamma,snr
sub-0008_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0008/ses-01/eeg/sub-0008_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.016793273627948378,7.288685160308444e-06,6.841348557130052e-06,2.514136290250609e-06,5.229847104935624e-09,7.288683284023239e-06,2.2419590744825193,0.018656382601719496,0.00965853411591665,0.008192880883081396,0.0016773515293857645,0.0006333430871001743,123115981.18148789
sub-0008_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0008/ses-01/eeg/sub-0008_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.004036091828370242,7.5157766880761985e-06,7.022053058014345e-06,2.6791174060613723e-06,4.081236217596007e-09,7.51577557997447e-06,5.335179293365487,0.01972937272913063,0.007313369127400874,0.005023961731437022,0.0016972758970339892,0.0009991792850560116,338015692.33656883
sub-0009_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0009/ses-01/eeg/sub-0009_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.006312172620581763,1.0473106153634817e-05,9.651490926849082e-06,4.06628520817875e-06,-1.1003639011272827e-08,1.047310037310977e-05,12.12321499039791,0.034447342028581254,0.014067209074193466,0.016016459476725173,0.00331076296279111,0.0015864412618081247,33822721.52910853
sub-0009_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0009/ses-01/eeg/sub-0009_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0001225585841975789,1.820057727805677e-05,1.5937550911292625e-05,8.789509895578481e-06,-7.985721257472471e-09,1.8200575526141266e-05,11.668340075476493,0.2454852112214121,0.04426548417241995,0.012671924792334647,0.004115128537287418,0.003093566806529752,2181127299.1729016
sub-0011_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0011/ses-01/eeg/sub-0011_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.04514989433642731,5.336860759090545e-06,4.996648839155062e-06,1.8749888373243405e-06,5.4751562662331296e-09,5.336857950572075e-06,9.720318278789621,0.011210627790371392,0.0019816081609134776,0.0023913933307236723,0.0011803348618061177,0.0003443690550837594,455831931.6416018
sub-0014_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0014/ses-01/eeg/sub-0014_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.023920205966329735,9.541936810502438e-06,9.120132787220172e-06,2.805661426311644e-06,2.13569963057177e-09,9.541936571493678e-06,8.658510152142346,0.04513693525643999,0.009509914148204337,0.003489832088354783,0.0021820559860148444,0.0008658512379606549,302644609.95601994
sub-0014_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0014/ses-01/eeg/sub-0014_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0002714691750599636,1.4823630381002493e-05,1.2432957585190276e-05,8.072272502674803e-06,2.9790089384552438e-09,1.4823630081666428e-05,305.5792062141407,0.13242581062752287,0.016469304852682505,0.004179310745534078,0.0027410227212059097,0.001648883705343512,871855554.3130249
sub-0015_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0015/ses-01/eeg/sub-0015_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0006422118486379181,9.456054877863793e-06,9.010553195617027e-06,2.8682581756402965e-06,6.093964406787498e-10,9.456054858227484e-06,3.8625145156735003,0.031247852136529888,0.011459964544077142,0.021068552909881442,0.003274737859977227,0.0006413885828162743,657920647.7961357
sub-0015_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0015/ses-01/eeg/sub-0015_ses-01_task-rest_acq-EO_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0038771005220131728,8.02847308048612e-06,7.678786823081032e-06,2.343632422067804e-06,-1.2271209184620148e-08,8.028463702447401e-06,2.4901603078667645,0.021988298165683262,0.010000589019541385,0.010108054953971924,0.0032974348515595383,0.0010945670984080376,246162078.9556514
sub-0016_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,/Volumes/levy/raw/valerocabre/hemianotACS/Data/derivatives/eeg/mne-bids-pipeline/sub-0016/ses-01/eeg/sub-0016_ses-01_task-rest_acq-EC_run-1_proc-filt_raw.fif,,0,0.0,,,,,,,,0.0048535588411204285,1.1599753676297766e-05,1.1067440301744645e-05,3.473622103525648e-06,1.6161474610579259e-09,1.1599753563712073e-05,2.5405006065287923,0.031903194431882886,0.03167599246451984,0.030016643080784156,0.0053060640285181385,0.0006889042012370757,109193544.28244515
